iter	RMSE
1512	0.1844537046
1513	0.1844395289
1514	0.1844263801
1515	0.1844109999
1516	0.1843887312
1517	0.1843675754
1518	0.1843578985
1519	0.1843385504
1520	0.1843167906
1521	0.1842880168
1522	0.1842745077
1523	0.1842692009
1524	0.1842577151
1525	0.1842506024
1526	0.1842298463
1527	0.1842158644
1528	0.1842093789
1529	0.184192946
1530	0.1841837562
1531	0.1841695861
1532	0.1841230409
1533	0.1841088528
1534	0.1840883801
1535	0.1840817923
1536	0.1840611883
1537	0.1840420991
1538	0.1840364852
1539	0.1840291892
1540	0.1840171528
1541	0.1840021586
1542	0.183991005
1543	0.1839879977
1544	0.1839851324
1545	0.1839665823
1546	0.1839477995
1547	0.183932365
1548	0.1839254965
1549	0.18391389
1550	0.1838878381
1551	0.1838750629
1552	0.1838557827
1553	0.1838300459
1554	0.1838165265
1555	0.1838115588
1556	0.1837899731
1557	0.1837647383
1558	0.1837527461
1559	0.1837360634
1560	0.1837087711
1561	0.1836922499
1562	0.1836646223
1563	0.1836419335
1564	0.1836216888
1565	0.1835909675
1566	0.1835803816
1567	0.1835724963
1568	0.1835498063
1569	0.1835318224
1570	0.1835160037
1571	0.1835050539
1572	0.1835034904
1573	0.183479056
1574	0.1834722651
1575	0.1834624955
1576	0.183449081
1577	0.1834390015
1578	0.1834324255
1579	0.1834198574
1580	0.1833996979
1581	0.1833705475
1582	0.1833478308
1583	0.1833275784
1584	0.1832923307
1585	0.1832786748
1586	0.1832539285
1587	0.1832323524
1588	0.1832112628
1589	0.1831816688
1590	0.1831744807
1591	0.1831568388
1592	0.1831456147
1593	0.1831392209
1594	0.1831287984
1595	0.1831160193
1596	0.1831144854
1597	0.1830928847
1598	0.1830781703
1599	0.1830701002
1600	0.1830597271
1601	0.1830399847
1602	0.1830228526
1603	0.1830041993
1604	0.1830015634
1605	0.1829843862
1606	0.1829722466
1607	0.1829655165
1608	0.1829603797
1609	0.1829276427
1610	0.1829023898
1611	0.1828833633
1612	0.1828512785
1613	0.1828316741
1614	0.1828145626
1615	0.1828026945
1616	0.1828012048
1617	0.1827779045
1618	0.1827446417
1619	0.1827431934
1620	0.1827329985
1621	0.1827315886
1622	0.1827239497
1623	0.1827052569
1624	0.1826942201
1625	0.1826828788
1626	0.182678534
1627	0.1826474903
1628	0.182615805
1629	0.1825957937
1630	0.1825576255
1631	0.1825427969
1632	0.1825365605
1633	0.1825208277
1634	0.1825007856
1635	0.1824895148
1636	0.1824745509
1637	0.1824720517
1638	0.1824612385
1639	0.1824575863
1640	0.1824387282
1641	0.182424464
1642	0.1824220777
1643	0.1823971888
1644	0.1823857872
1645	0.1823755709
1646	0.1823322394
1647	0.1823011537
1648	0.182287509
1649	0.1822805465
1650	0.1822532671
1651	0.1822345768
1652	0.1822258012
1653	0.1822234243
1654	0.1822090744
1655	0.1821912783
1656	0.1821778888
1657	0.1821667246
1658	0.182138685
1659	0.1821233236
1660	0.1821081371
1661	0.1820949592
1662	0.1820711993
1663	0.1820517771
1664	0.1820425482
1665	0.1820249307
1666	0.1820105915
1667	0.1819956267
1668	0.1819822827
1669	0.18195445
1670	0.1819425744
1671	0.1819328404
1672	0.1819123775
1673	0.1819064614
1674	0.1818907021
1675	0.1818803223
1676	0.181852996
1677	0.1818472937
1678	0.1818370685
1679	0.1818093561
1680	0.1817800509
1681	0.1817535606
1682	0.1817249752
1683	0.181710479
1684	0.181703477
1685	0.181694406
1686	0.1816889506
1687	0.1816758177
1688	0.181663953
1689	0.1816590528
1690	0.1816410589
1691	0.1816282566
1692	0.1815922602
1693	0.181580977
1694	0.1815707294
1695	0.1815518976
1696	0.1815400078
1697	0.1815230724
1698	0.18151001
1699	0.1815045052
1700	0.1814899171
1701	0.1814819289
1702	0.1814497645
1703	0.1814293872
1704	0.1814033733
1705	0.181380838
1706	0.1813402212
1707	0.1813233778
1708	0.1813142045
1709	0.1813056062
1710	0.1812942559
1711	0.1812814323
1712	0.1812761146
1713	0.1812478782
1714	0.181242344
1715	0.1812289177
1716	0.181217221
1717	0.1812063808
1718	0.1811804119
1719	0.1811464038
1720	0.1811363486
1721	0.1811245016
1722	0.1811031568
1723	0.1810989358
1724	0.1810781848
1725	0.1810617988
1726	0.1810360032
1727	0.1810121171
1728	0.1810010513
1729	0.1809854451
1730	0.1809559577
1731	0.1809424056
1732	0.1809308921
1733	0.1809286276
1734	0.1809045408
1735	0.1808931008
1736	0.1808753421
1737	0.1808623917
1738	0.1808337544
1739	0.1808252506
1740	0.1808110261
1741	0.1807829992
1742	0.1807561484
1743	0.1807311192
1744	0.1807057362
1745	0.1806951727
1746	0.1806832351
1747	0.1806695828
1748	0.1806558814
1749	0.1806443509
1750	0.18061973
1751	0.180596364
1752	0.1805840874
1753	0.180571775
1754	0.1805527954
1755	0.1805392229
1756	0.1805111485
1757	0.180495122
1758	0.1804822747
1759	0.1804587644
1760	0.1804478422
1761	0.1804380736
1762	0.1804187201
1763	0.180408562
1764	0.1803988907
1765	0.1803944809
1766	0.1803827916
1767	0.1803602299
1768	0.18033773
1769	0.1803154447
1770	0.1803112031
1771	0.1802872646
1772	0.1802752005
1773	0.1802711318
1774	0.1802607827
1775	0.1802568658
1776	0.1802512871
1777	0.1802440686
1778	0.1802346313
1779	0.1802206897
1780	0.1802047558
1781	0.1801948448
1782	0.1801838609
1783	0.1801787396
1784	0.1801468018
1785	0.1801419196
1786	0.1801310385
1787	0.1801066233
1788	0.1800939792
1789	0.1800812532
1790	0.1800780562
1791	0.1800601403
1792	0.180043366
1793	0.1800325756
1794	0.1800275047
1795	0.180009361
1796	0.1799946887
1797	0.1799667618
1798	0.1799489328
1799	0.1799274963
1800	0.1799226017
1801	0.1799111969
1802	0.1799046731
1803	0.1798818908
1804	0.1798711579
1805	0.1798603476
1806	0.1798206081
1807	0.1797827106
1808	0.1797464984
1809	0.1797231869
1810	0.1797004469
1811	0.1796844935
1812	0.1796546209
1813	0.1796342754
1814	0.1796207835
1815	0.179611526
1816	0.1795933656
1817	0.1795870502
1818	0.1795823011
1819	0.1795619423
1820	0.1795392379
1821	0.1795340728
1822	0.1795189809
1823	0.1795042953
1824	0.1794835008
1825	0.1794788175
1826	0.1794637671
1827	0.179442266
1828	0.179432146
1829	0.1794111357
1830	0.1794082442
1831	0.1793593226
1832	0.1793365952
1833	0.1793159247
1834	0.179301696
1835	0.179284317
1836	0.1792449743
1837	0.1792349592
1838	0.1792304368
1839	0.1792191247
1840	0.179200527
1841	0.1791909898
1842	0.1791812168
1843	0.1791674511
1844	0.1791556552
1845	0.1791461697
1846	0.1791341202
1847	0.1791240732
1848	0.1791148302
1849	0.1790977104
1850	0.1790887491
1851	0.1790737601
1852	0.1790628112
1853	0.1790477125
1854	0.1790384761
1855	0.1790149595
1856	0.178995746
1857	0.1789832167
1858	0.1789728082
1859	0.1789571822
1860	0.1789348016
1861	0.1789147768
1862	0.1789089661
1863	0.1788848095
1864	0.1788742859
1865	0.1788625477
1866	0.1788466568
1867	0.1788269062
1868	0.1788150618
1869	0.1787940471
1870	0.1787723902
1871	0.1787442718
1872	0.1787280508
1873	0.1787177154
1874	0.1786995002
1875	0.1786787135
1876	0.1786614896
1877	0.1786279787
1878	0.1786100616
1879	0.1785796122
1880	0.1785640975
1881	0.1785493596
1882	0.1785374349
1883	0.1785084067
1884	0.1784930602
1885	0.1784681416
1886	0.1784560802
1887	0.1784469725
1888	0.1784275832
1889	0.1784187467
1890	0.178409925
1891	0.1783831054
1892	0.1783742382
1893	0.1783594062
1894	0.1783509739
1895	0.1783363162
1896	0.1783171834
1897	0.1783090887
1898	0.1782934363
1899	0.178279321
1900	0.1782678293
1901	0.1782573861
1902	0.1782390345
1903	0.1782300793
1904	0.1782161105
1905	0.1782013233
1906	0.1781860074
1907	0.1781626799
1908	0.1781444867
1909	0.1781335402
1910	0.1781290855
1911	0.1781154901
1912	0.1781055058
1913	0.178094848
1914	0.1780819234
1915	0.178072622
1916	0.178059261
1917	0.1780549251
1918	0.1780426895
1919	0.1780290393
1920	0.1780233568
1921	0.178013504
1922	0.178009289
1923	0.1780035307
1924	0.1779943918
1925	0.1779821345
1926	0.1779779027
1927	0.1779549452
1928	0.1779462624
1929	0.1779258211
1930	0.1779097078
1931	0.1779016086
1932	0.1778878854
1933	0.1778769941
1934	0.1778575443
1935	0.1778398932
1936	0.1778298832
1937	0.17781891
1938	0.1778134147
1939	0.1777938346
1940	0.1777768375
1941	0.1777546952
1942	0.1777488027
1943	0.1777437753
1944	0.1777387553
1945	0.1777146388
1946	0.1776932708
1947	0.1776733427
1948	0.1776440938
1949	0.1776238607
1950	0.1776178096
1951	0.1775965579
1952	0.1775823133
1953	0.1775764361
1954	0.1775654042
1955	0.1775435276
1956	0.1775234308
1957	0.1775157771
1958	0.1774921688
1959	0.1774749121
1960	0.1774587368
1961	0.1774450291
1962	0.1774262677
1963	0.1774151527
1964	0.1774082793
1965	0.1773953571
1966	0.1773772064
1967	0.1773714954
1968	0.1773659468
1969	0.177349396
1970	0.1773376119
1971	0.1773264162
1972	0.1773231267
1973	0.1773019496
1974	0.1772862892
1975	0.1772761739
1976	0.177269313
1977	0.1772485965
1978	0.1772315406
1979	0.1772240477
1980	0.1772069485
1981	0.1772042455
1982	0.1771844746
1983	0.1771737007
1984	0.1771573348
1985	0.1771430311
1986	0.1771403613
1987	0.1771275421
1988	0.1771230157
1989	0.1771125894
1990	0.177107632
1991	0.1770860932
1992	0.1770659415
1993	0.1770440509
1994	0.1770222666
1995	0.1770068914
1996	0.1769980244
1997	0.1769926507
1998	0.1769784267
1999	0.1769731957
