iter	RMSE
439	0.2081886403
440	0.2081442075
441	0.2081248427
442	0.208107405
443	0.2080750663
444	0.2080119514
445	0.2079716841
446	0.2079629257
447	0.2079514182
448	0.2079263159
449	0.2079159167
450	0.2078867627
451	0.2078607182
452	0.2078219824
453	0.2078039485
454	0.2077530369
455	0.2077244801
456	0.2076881136
457	0.2076455508
458	0.2076124646
459	0.2075955587
460	0.2075812404
461	0.2075494017
462	0.2075046539
463	0.2074692968
464	0.2074386129
465	0.2074312116
466	0.2073804434
467	0.2073693554
468	0.2073357601
469	0.2072982432
470	0.2072713435
471	0.2072627208
472	0.2072522138
473	0.2072366138
474	0.2071952398
475	0.2071852938
476	0.2071567572
477	0.2071154487
478	0.2071048917
479	0.2070641349
480	0.2070245759
481	0.2069840476
482	0.2069671719
483	0.2069349908
484	0.2068985491
485	0.2068725391
486	0.2068332584
487	0.2067883146
488	0.2067491551
489	0.2067117577
490	0.2066809806
491	0.2066680691
492	0.2066442942
493	0.2065938877
494	0.2065635351
495	0.2065282435
496	0.2065169374
497	0.2065138565
498	0.2064644088
499	0.2064397307
500	0.2064269482
501	0.2063897566
502	0.206361213
503	0.2063077175
504	0.2062954331
505	0.2062713967
506	0.2062511244
507	0.2062276386
508	0.2062037493
509	0.2061876907
510	0.2061528127
511	0.2061445227
512	0.2061201835
513	0.2060982539
514	0.2060869146
515	0.2060680384
516	0.2060601572
517	0.2060264277
518	0.2060186748
519	0.2060104458
520	0.205980916
521	0.2059586164
522	0.2059414539
523	0.2059003897
524	0.2058589642
525	0.2058260482
526	0.2057852301
527	0.2057479583
528	0.2057085723
529	0.2056865192
530	0.2056627232
531	0.2056260076
532	0.2055777212
533	0.205561431
534	0.2055267305
535	0.2054929986
536	0.205481932
537	0.2054300207
538	0.2053871097
539	0.2053505049
540	0.20531528
541	0.2052862346
542	0.2052323811
543	0.205199121
544	0.2051757111
545	0.2051348407
546	0.2050863946
547	0.2050450282
548	0.2049953414
549	0.2049531813
550	0.2049140101
551	0.2048613606
552	0.2048244781
553	0.2047961217
554	0.2047887956
555	0.2047739479
556	0.2047664868
557	0.2047514087
558	0.2047229449
559	0.2047000688
560	0.2046794751
561	0.2046320114
562	0.2046019267
563	0.2045921176
564	0.2045521746
565	0.20451267
566	0.204464339
567	0.2044312248
568	0.2043948174
569	0.2043680072
570	0.2043167324
571	0.2042707871
572	0.2042208004
573	0.2041771322
574	0.2041518063
575	0.2041041452
576	0.2040567906
577	0.2040220422
578	0.2039969856
579	0.2039482266
580	0.2039172586
581	0.2038903109
582	0.2038510585
583	0.20383587
584	0.2038000555
585	0.2037781208
586	0.2037262226
587	0.2036780867
588	0.203656888
589	0.2036350939
590	0.2036027099
591	0.2035399384
592	0.2035312176
593	0.2034983019
594	0.2034746278
595	0.2034549794
596	0.2034212613
597	0.2033928874
598	0.2033840663
599	0.203357387
600	0.2033477516
601	0.2033258644
602	0.2032875661
603	0.2032588268
604	0.2032322629
605	0.2031858291
606	0.2031488403
607	0.2031316086
608	0.2030713463
609	0.2030569269
610	0.2030319654
611	0.2029791061
612	0.202921885
613	0.2028972796
614	0.2028725773
615	0.2028168915
616	0.2027829476
617	0.2027568289
618	0.2027351567
619	0.2027060532
620	0.2026695853
621	0.2026260944
622	0.2025994444
623	0.2025584489
624	0.2025111731
625	0.202487046
626	0.2024790065
627	0.2024551582
628	0.2024310426
629	0.2023777895
630	0.2023695843
631	0.2023475419
632	0.2023029465
633	0.2022881093
634	0.2022656934
635	0.2022427283
636	0.2022120386
637	0.2021689913
638	0.2021330244
639	0.2021082451
640	0.2021019697
641	0.2020944556
642	0.202074355
643	0.2020600085
644	0.2020178501
645	0.2019999039
646	0.2019757044
647	0.201954457
648	0.2018988077
649	0.2018588698
650	0.2018298876
651	0.2018166124
652	0.2017725528
653	0.2017196591
654	0.201680777
655	0.2016595577
656	0.2016190211
657	0.201590439
658	0.2015632682
659	0.2015406801
660	0.201507213
661	0.2014931036
662	0.201471843
663	0.2014226042
664	0.2014004321
665	0.2013660975
666	0.2013493353
667	0.2013281048
668	0.2013050615
669	0.2012797778
670	0.2012525892
671	0.2011953846
672	0.2011764828
673	0.201140483
674	0.201108874
675	0.2010927673
676	0.2010537809
677	0.2010178005
678	0.2010069531
679	0.2009805601
680	0.2009655125
681	0.2009422243
682	0.2009026623
683	0.2008886193
684	0.2008508936
685	0.2008434095
686	0.2008246188
687	0.2007952995
688	0.2007864358
689	0.2007660181
690	0.2007348046
691	0.2007128331
692	0.2006921005
693	0.2006592934
694	0.2006452024
695	0.2006403023
696	0.2006150905
697	0.200589462
698	0.2005700654
699	0.2005592526
700	0.2005202434
701	0.2004890383
702	0.2004354925
703	0.2004026266
704	0.2003898136
705	0.2003726414
706	0.2003387758
707	0.200303687
708	0.2002742271
709	0.2002385237
710	0.2002179248
711	0.2002011462
712	0.2001641996
713	0.2001284513
714	0.2000804371
715	0.2000690452
716	0.2000568441
717	0.2000436862
718	0.2000190519
719	0.2000004399
720	0.1999835769
721	0.1999701773
722	0.1999606468
723	0.199940577
724	0.1999315588
725	0.1998991447
726	0.1998712262
727	0.1998557133
728	0.1998283418
729	0.199811383
730	0.1997827292
731	0.1997740445
732	0.1997640588
733	0.1997320508
734	0.1997192251
735	0.1996699724
736	0.1996439522
737	0.1996089526
738	0.1995929847
739	0.1995612144
740	0.1995444771
741	0.1995109667
742	0.1994689289
743	0.1994364049
744	0.1994205325
745	0.199407716
746	0.1993891469
747	0.1993626072
748	0.1993505268
749	0.1993267251
750	0.1992809923
751	0.1992401428
752	0.1992249272
753	0.1992202114
754	0.1991921281
755	0.1991658058
756	0.1991422687
757	0.1991111688
758	0.1990797423
759	0.1990543608
760	0.1990249055
761	0.1989970757
762	0.1989676524
763	0.1989529839
764	0.1989290653
765	0.1989011573
766	0.1988598555
767	0.1988395454
768	0.1988014137
769	0.1987741546
770	0.198751897
771	0.1987363074
772	0.1987115465
773	0.1986810682
774	0.1986662923
775	0.1986315948
776	0.1985989314
777	0.1985601239
778	0.1985416789
779	0.1985021595
780	0.1984933886
781	0.1984518273
782	0.1984304049
783	0.1983978256
784	0.1983831901
785	0.1983495411
786	0.1983273867
787	0.1983174971
788	0.1983053835
789	0.1982987041
790	0.1982826695
791	0.1982370458
792	0.1982139875
793	0.1981853495
794	0.1981754043
795	0.1981645216
796	0.1981300722
797	0.1980861756
798	0.1980764765
799	0.1980651857
800	0.1980349267
801	0.1980083467
802	0.1979739651
803	0.197935097
804	0.1979304621
805	0.1979202838
806	0.1978913621
807	0.1978772093
808	0.1978437272
809	0.1978120879
810	0.1977823782
811	0.19776079
812	0.1977306017
813	0.1977079249
814	0.1976762982
815	0.1976489262
816	0.197617843
817	0.197587956
818	0.1975639257
819	0.1975335725
820	0.1975121908
821	0.1974696179
822	0.1974595482
823	0.1974328225
824	0.1974113226
825	0.1974039825
826	0.1973708228
827	0.1973441368
828	0.1973208802
829	0.1972944877
830	0.1972796186
831	0.1972477925
832	0.1972139816
833	0.1972050592
834	0.1971738486
835	0.1971459778
836	0.1971295394
837	0.1971047137
838	0.1970842415
839	0.1970460829
840	0.197041045
841	0.197023724
842	0.1970114501
843	0.1969883884
844	0.1969654439
845	0.1969389232
846	0.1969088223
847	0.1968975792
848	0.1968650378
849	0.1968224235
850	0.1967868116
851	0.1967699981
852	0.1967568176
853	0.1967150469
854	0.1966903994
855	0.1966701107
856	0.1966585455
857	0.1966536644
858	0.1966288984
859	0.1966078287
860	0.1965897371
861	0.1965836135
862	0.1965666128
863	0.196554307
864	0.1965358137
865	0.1965065041
866	0.1964711092
867	0.1964347795
868	0.1964108897
869	0.1963812868
870	0.1963665861
871	0.1963422985
872	0.1963149027
873	0.1963056613
874	0.196288873
875	0.1962650039
876	0.1962419123
877	0.1962103957
878	0.1961682807
879	0.1961509756
880	0.1961297171
881	0.196112687
882	0.1960746461
883	0.196046781
884	0.1960241798
885	0.1960024954
886	0.1959671421
887	0.1959541615
888	0.1959230707
889	0.1959050631
890	0.1958858155
891	0.1958713246
892	0.1958395478
893	0.1958121687
894	0.1957802976
895	0.1957336848
896	0.1957097602
897	0.1956699071
898	0.1956531115
899	0.1956397544
900	0.195605813
901	0.1955813254
902	0.1955434901
903	0.1955252701
904	0.1955092414
905	0.1955047006
906	0.1954750483
907	0.1954549295
908	0.1954148422
909	0.1953746168
910	0.195354258
911	0.1953161176
912	0.1952925753
913	0.195259895
914	0.1952495359
915	0.195241945
916	0.1952123505
917	0.195190374
918	0.1951751652
919	0.1951440728
920	0.1951159185
921	0.1950907455
922	0.1950728448
923	0.1950454455
924	0.1950177083
925	0.1949987048
926	0.1949764856
927	0.1949533568
928	0.1949287703
929	0.1949109145
930	0.194901801
931	0.1948728555
932	0.1948471307
933	0.1948208671
934	0.1947921086
935	0.1947626715
936	0.1947400037
937	0.1947165421
938	0.1946960261
939	0.1946822419
940	0.1946476464
941	0.1946257241
942	0.1945969976
943	0.194561992
944	0.194553808
945	0.1945200974
946	0.194494056
947	0.1944690527
948	0.1944505252
949	0.1944306092
950	0.1944220773
951	0.1943984443
952	0.1943768714
953	0.194340073
954	0.1943316151
955	0.19431381
956	0.1942990142
957	0.1942719703
958	0.1942515142
959	0.1942385601
960	0.1942064818
961	0.1941846763
962	0.1941495336
963	0.1941319551
964	0.1941195764
965	0.1940990504
966	0.1940520658
967	0.1940095151
968	0.1939874158
969	0.1939690933
970	0.1939519632
971	0.1939364747
972	0.1939115113
973	0.1938833333
974	0.1938549438
975	0.193832472
976	0.1938056605
977	0.1937807443
978	0.1937691547
979	0.1937483289
980	0.1937245869
981	0.1937108821
982	0.1936900459
983	0.1936676206
984	0.1936551633
985	0.1936338089
986	0.1936156298
987	0.1935991468
988	0.1935729614
989	0.193553798
990	0.1935127995
991	0.1934836057
992	0.1934620207
993	0.1934512929
994	0.1934430507
995	0.1934181901
996	0.193408662
997	0.1933976145
998	0.1933757005
999	0.193361316
1000	0.1933391453
1001	0.1933189251
1002	0.1932972648
1003	0.1932926143
1004	0.1932717268
1005	0.193258686
1006	0.1932246237
1007	0.1931972098
1008	0.1931763124
1009	0.1931579358
1010	0.1931295032
1011	0.1931012022
1012	0.1930807734
1013	0.1930550283
1014	0.1930338964
1015	0.1929989082
1016	0.1929830597
1017	0.1929509772
1018	0.192933331
1019	0.1929217052
1020	0.1929036514
1021	0.1928816773
1022	0.1928612323
1023	0.1928505642
1024	0.1928167106
1025	0.1927996456
1026	0.1927830751
1027	0.1927755152
1028	0.1927508769
1029	0.1927196935
1030	0.1926998991
1031	0.1926674105
1032	0.1926575664
1033	0.192630651
1034	0.1926075268
1035	0.1925898853
1036	0.192557782
1037	0.192534277
1038	0.1925034443
1039	0.1924784353
1040	0.1924712198
1041	0.1924621353
1042	0.1924252822
1043	0.1924174371
1044	0.1924041322
1045	0.1923940995
1046	0.1923831834
1047	0.1923596129
1048	0.1923256382
1049	0.1923180073
1050	0.1923107627
1051	0.1922784561
1052	0.1922485474
1053	0.1922262318
1054	0.1922110587
1055	0.1921868622
1056	0.1921767328
1057	0.1921533278
1058	0.1921247368
1059	0.1921029
1060	0.1920802929
1061	0.1920736824
1062	0.1920697447
1063	0.1920620672
1064	0.1920399328
1065	0.1920021545
1066	0.1919829072
1067	0.1919571066
1068	0.1919509577
1069	0.1919321263
1070	0.1919126808
1071	0.1918871918
1072	0.1918643297
1073	0.1918446005
1074	0.1918303492
1075	0.1918010238
1076	0.1917943238
1077	0.1917832021
1078	0.1917650111
1079	0.1917524315
1080	0.1917319505
1081	0.1917228268
1082	0.1916970265
1083	0.1916694613
1084	0.1916352043
1085	0.1916311363
1086	0.1916043857
1087	0.1915802883
1088	0.1915621901
1089	0.191538362
1090	0.1915187146
1091	0.1915066882
1092	0.1914962275
1093	0.1914776481
1094	0.1914624462
1095	0.1914538608
1096	0.191422694
1097	0.1913946168
1098	0.1913778863
1099	0.1913585908
1100	0.1913299182
1101	0.1913006287
1102	0.1912819118
1103	0.1912644089
1104	0.1912414126
1105	0.1912215434
1106	0.1911995461
1107	0.1911805618
1108	0.1911669452
1109	0.1911582296
1110	0.1911452241
1111	0.1911372476
1112	0.1911216215
1113	0.1911118062
1114	0.1910846964
1115	0.191079871
1116	0.1910580152
1117	0.1910389421
1118	0.1910149491
1119	0.1910088853
1120	0.1909846099
1121	0.1909624597
1122	0.1909501544
1123	0.1909356664
1124	0.1909247704
1125	0.1909108735
1126	0.190881117
1127	0.1908556509
1128	0.1908387863
1129	0.1908173093
1130	0.190800285
1131	0.1907897847
1132	0.1907677343
1133	0.1907564798
1134	0.1907376825
1135	0.1907132046
1136	0.1906782404
1137	0.1906603566
1138	0.190630257
1139	0.1906122998
1140	0.1905944105
1141	0.1905897381
1142	0.1905720104
1143	0.1905638399
1144	0.1905399894
1145	0.1905354578
1146	0.1905141151
1147	0.1904914832
1148	0.190452878
1149	0.1904354396
1150	0.1904168162
1151	0.1904039942
1152	0.1903807613
1153	0.1903528136
1154	0.1903263147
1155	0.1903117385
1156	0.1902996204
1157	0.1902833399
1158	0.1902648651
1159	0.1902563342
1160	0.1902481648
1161	0.1902313519
1162	0.1902161345
1163	0.1902060652
1164	0.1901887191
1165	0.190178051
1166	0.1901428852
1167	0.1901330679
1168	0.190129251
1169	0.1901082452
1170	0.190078012
1171	0.1900689111
1172	0.1900519461
1173	0.1900224121
1174	0.189995778
1175	0.1899757383
1176	0.1899575108
1177	0.1899355698
1178	0.1899115342
1179	0.189893366
1180	0.1898836146
1181	0.1898666818
1182	0.1898601039
1183	0.1898451907
1184	0.1898263681
1185	0.189811689
1186	0.1897825221
1187	0.1897682385
1188	0.1897490484
1189	0.1897316477
1190	0.1897167312
1191	0.189702022
1192	0.189676402
1193	0.1896676114
1194	0.1896584853
1195	0.1896499943
1196	0.1896351942
1197	0.1896196136
1198	0.1896130861
1199	0.1895853895
1200	0.1895712047
1201	0.1895500762
1202	0.189535311
1203	0.1895052595
1204	0.1894870371
1205	0.1894728355
1206	0.18943576
1207	0.1894246394
1208	0.1894112645
1209	0.1893854578
1210	0.1893602245
1211	0.189328527
1212	0.1893121602
1213	0.1892864484
1214	0.1892738105
1215	0.1892703895
1216	0.189259137
1217	0.1892379406
1218	0.1892157658
1219	0.1891961533
1220	0.1891721808
1221	0.1891657246
1222	0.1891448458
1223	0.189131587
1224	0.1891074787
1225	0.1890797321
1226	0.1890613754
1227	0.1890465081
1228	0.1890430166
1229	0.1890296965
1230	0.1890099652
1231	0.188979512
1232	0.1889710991
1233	0.1889466697
1234	0.1889405574
1235	0.1889057336
1236	0.1888974348
1237	0.1888748635
1238	0.1888607346
1239	0.1888554762
1240	0.1888277118
1241	0.1888216784
1242	0.1888042113
1243	0.1887870624
1244	0.1887706693
1245	0.1887565061
1246	0.1887531867
1247	0.1887484322
1248	0.1887297875
1249	0.1887151219
1250	0.1887072172
1251	0.1886843787
1252	0.1886762713
1253	0.1886541782
1254	0.1886447568
1255	0.1886230169
1256	0.1886093761
1257	0.1885845452
1258	0.1885627026
1259	0.1885501271
1260	0.1885273748
1261	0.1885099394
1262	0.1884974308
1263	0.1884855147
1264	0.1884795001
1265	0.1884603955
1266	0.1884211207
1267	0.1883981772
1268	0.1883778389
1269	0.1883637521
1270	0.1883515966
1271	0.1883354545
1272	0.1883278056
1273	0.1883079556
1274	0.1882837387
1275	0.1882640928
1276	0.1882425696
1277	0.1882254455
1278	0.1882128509
1279	0.1882089128
1280	0.1881896026
1281	0.1881808077
1282	0.1881465127
1283	0.1881417152
1284	0.1881239892
1285	0.1881143509
1286	0.1881054792
1287	0.1880938332
1288	0.1880723489
1289	0.1880699179
1290	0.188041629
1291	0.1880348103
1292	0.1880224226
1293	0.1880083817
1294	0.187997878
1295	0.1879703177
1296	0.1879491499
1297	0.1879202881
1298	0.1879007569
1299	0.1878698002
1300	0.1878512196
1301	0.1878335398
1302	0.1878257989
1303	0.1878127231
1304	0.1878057916
1305	0.1877874976
1306	0.1877672255
1307	0.1877503743
1308	0.1877478681
1309	0.1877346853
1310	0.1877322501
1311	0.1877246542
1312	0.1876992109
1313	0.1876949232
1314	0.1876876151
1315	0.1876838695
1316	0.1876799402
1317	0.187666586
1318	0.187638812
1319	0.1876214578
1320	0.1876048463
1321	0.1875957797
1322	0.1875922829
1323	0.187577555
1324	0.1875601254
1325	0.1875415689
1326	0.1875324499
1327	0.1875139568
1328	0.1875050715
1329	0.1874997355
1330	0.1874914464
1331	0.18747393
1332	0.187462731
1333	0.1874604643
1334	0.1874364114
1335	0.1874102398
1336	0.1873952293
1337	0.1873803244
1338	0.1873735728
1339	0.1873656892
1340	0.1873430595
1341	0.1873194001
1342	0.1873110765
1343	0.1872894494
1344	0.1872596894
1345	0.1872391415
1346	0.1872140317
1347	0.1872032674
1348	0.1871914589
1349	0.1871689663
1350	0.1871478459
1351	0.1871263752
1352	0.1871241749
1353	0.1870988382
1354	0.1870923823
1355	0.1870767731
1356	0.187052742
1357	0.1870410039
1358	0.1870258422
1359	0.1870119521
1360	0.1870080167
1361	0.1869841529
1362	0.1869551446
1363	0.1869386025
1364	0.1869113696
1365	0.1868948997
1366	0.186880781
1367	0.1868629045
1368	0.1868602443
1369	0.1868563876
1370	0.1868346381
1371	0.1868256903
1372	0.1868095781
1373	0.1867911544
1374	0.1867638844
1375	0.1867478683
1376	0.1867344075
1377	0.1867107912
1378	0.1866863909
1379	0.1866694267
1380	0.1866656827
1381	0.1866526103
1382	0.1866393239
1383	0.1866282843
1384	0.1866095297
1385	0.1865955769
1386	0.1865820937
1387	0.1865661677
1388	0.1865522373
1389	0.1865339266
1390	0.1865165247
1391	0.1865115751
1392	0.1864769294
1393	0.1864655873
1394	0.1864387962
1395	0.1864132863
1396	0.1864043731
1397	0.1863845118
1398	0.1863737657
1399	0.1863500445
1400	0.1863411532
1401	0.1863236155
1402	0.1863019776
1403	0.1862820158
1404	0.1862616389
1405	0.1862299328
1406	0.1862192394
1407	0.1862088025
1408	0.1861951766
1409	0.1861785665
1410	0.18616552
1411	0.1861600788
1412	0.1861548518
1413	0.1861465802
1414	0.1861326329
1415	0.1861223385
1416	0.1860980831
1417	0.1860832918
1418	0.1860656262
1419	0.1860620048
1420	0.1860520112
1421	0.1860412683
1422	0.1860152979
1423	0.1860059394
1424	0.1859877863
1425	0.1859616422
1426	0.1859432476
1427	0.1859287738
1428	0.1859040407
1429	0.185871161
1430	0.1858606376
1431	0.1858504052
1432	0.1858172753
1433	0.1858040832
1434	0.185783918
1435	0.1857609357
1436	0.1857554942
1437	0.1857468601
1438	0.1857209442
1439	0.1857054668
1440	0.1856809423
1441	0.185665446
1442	0.1856619206
1443	0.1856333061
1444	0.1856266636
1445	0.1856234705
1446	0.1856143557
1447	0.18559015
1448	0.1855722946
1449	0.1855476731
1450	0.1855162764
1451	0.1854965121
1452	0.1854886115
1453	0.1854740397
1454	0.1854449053
1455	0.1854288825
1456	0.18542045
1457	0.1854008296
1458	0.1853656208
1459	0.1853469028
1460	0.1853308748
1461	0.1853226479
1462	0.1853069345
1463	0.1852795666
1464	0.1852626205
1465	0.185258249
1466	0.1852433948
1467	0.1852050796
1468	0.1851927746
1469	0.1851727539
1470	0.1851417326
1471	0.1851244269
1472	0.1850953468
1473	0.1850744374
1474	0.1850482724
1475	0.1850430889
1476	0.1850115754
1477	0.1849916428
1478	0.1849775308
1479	0.1849701992
1480	0.184962019
1481	0.1849544012
1482	0.1849418838
1483	0.1849303364
1484	0.1849053147
1485	0.184900972
1486	0.184893491
1487	0.1848721493
1488	0.1848590973
1489	0.184826926
1490	0.1848068858
1491	0.1847817948
1492	0.1847679134
1493	0.1847515538
1494	0.1847484719
1495	0.184724785
1496	0.1847067022
1497	0.1846805647
1498	0.1846570661
1499	0.184637266
1500	0.1846197141
1501	0.1846012299
1502	0.1845897305
1503	0.184580423
1504	0.1845718492
1505	0.1845621203
1506	0.184545008
1507	0.184538457
1508	0.1845316136
1509	0.1845013037
1510	0.1844880883
1511	0.1844750521
